"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bouwen en wonen/Woningvoorraad/Voorraad op 1 januari (aantal)";"Onderwijs/Naar schoolgemeente/Leerlingen/Basisonderwijs (aantal)"
"2012";"Valkenburg (ZH.)";;;
"2013";"Valkenburg (ZH.)";;;
"2014";"Valkenburg (ZH.)";;;
"2015";"Valkenburg (ZH.)";;;
"2016";"Valkenburg (ZH.)";;;
"2017";"Valkenburg (ZH.)";;;
"2018";"Valkenburg (ZH.)";;;
"2019";"Valkenburg (ZH.)";;;
"2020";"Valkenburg (ZH.)";;;
"2021";"Valkenburg (ZH.)";;;
"2022";"Valkenburg (ZH.)";;;
"2000";"Valkenburg aan de Geul";17879;7339;1424
"2001";"Valkenburg aan de Geul";17885;7338;1414
"2002";"Valkenburg aan de Geul";17834;7433;1382
"2003";"Valkenburg aan de Geul";17896;7491;1360
"2004";"Valkenburg aan de Geul";17768;7513;1347
"2005";"Valkenburg aan de Geul";17561;7524;1339
"2006";"Valkenburg aan de Geul";17280;7543;1308
"2007";"Valkenburg aan de Geul";17186;7640;1267
"2008";"Valkenburg aan de Geul";17099;7691;1255
"2009";"Valkenburg aan de Geul";17071;7777;1225
"2010";"Valkenburg aan de Geul";17090;7811;1220
"2011";"Valkenburg aan de Geul";17024;7816;1153
"2012";"Valkenburg aan de Geul";16945;7870;1103
"2013";"Valkenburg aan de Geul";16814;7878;1053
"2014";"Valkenburg aan de Geul";16675;8066;998
"2015";"Valkenburg aan de Geul";16618;8148;971
"2016";"Valkenburg aan de Geul";16518;8169;929
"2017";"Valkenburg aan de Geul";16440;8182;857
"2018";"Valkenburg aan de Geul";16431;8185;828
"2019";"Valkenburg aan de Geul";16470;8291;837
"2020";"Valkenburg aan de Geul";16367;8309;823
"2021";"Valkenburg aan de Geul";16365;8337;795
"2022";"Valkenburg aan de Geul";16167;8392;
"2000";"Valkenisse";;;
"2001";"Valkenisse";;;
"2002";"Valkenisse";;;
"2003";"Valkenisse";;;
"2004";"Valkenisse";;;
"2005";"Valkenisse";;;
"2006";"Valkenisse";;;
"2007";"Valkenisse";;;
"2008";"Valkenisse";;;
"2009";"Valkenisse";;;
"2010";"Valkenisse";;;
"2011";"Valkenisse";;;
"2012";"Valkenisse";;;
"2013";"Valkenisse";;;
"2014";"Valkenisse";;;
"2015";"Valkenisse";;;
"2016";"Valkenisse";;;
"2017";"Valkenisse";;;
"2018";"Valkenisse";;;
"2019";"Valkenisse";;;
"2020";"Valkenisse";;;
"2021";"Valkenisse";;;
"2022";"Valkenisse";;;
"2000";"Valkenswaard";31089;12767;2877
"2001";"Valkenswaard";31008;12780;2886
"2002";"Valkenswaard";31163;13109;2799
"2003";"Valkenswaard";31111;13125;2779
"2004";"Valkenswaard";31091;13142;2743
"2005";"Valkenswaard";31057;13265;2707
"2006";"Valkenswaard";30924;13325;2636
"2007";"Valkenswaard";30908;13455;2630
"2008";"Valkenswaard";30867;13602;2570
"2009";"Valkenswaard";30871;13680;2558
"2010";"Valkenswaard";30725;13768;2505
"2011";"Valkenswaard";30622;13818;2416
"2012";"Valkenswaard";30666;13931;2336
"2013";"Valkenswaard";30584;13950;2295
"2014";"Valkenswaard";30335;14130;2202
"2015";"Valkenswaard";30234;14121;2165
"2016";"Valkenswaard";30262;14272;2142
"2017";"Valkenswaard";30516;14444;2064
"2018";"Valkenswaard";30654;14548;2066
"2019";"Valkenswaard";30910;14647;2061
"2020";"Valkenswaard";31193;14805;2098
"2021";"Valkenswaard";31221;14885;2074
"2022";"Valkenswaard";31236;14965;
"2000";"Veendam";28218;11923;2622
"2001";"Veendam";28328;11880;2583
"2002";"Veendam";28304;11876;2478
"2003";"Veendam";28397;12078;2440
"2004";"Veendam";28275;12168;2495
"2005";"Veendam";28250;12248;2556
"2006";"Veendam";28185;12229;2540
"2007";"Veendam";28117;12239;2530
"2008";"Veendam";28058;12366;2480
"2009";"Veendam";27995;12496;2420
"2010";"Veendam";28024;12562;2385
"2011";"Veendam";27981;12590;2366
"2012";"Veendam";27920;12508;2319
"2013";"Veendam";27914;12553;2248
"2014";"Veendam";27792;12720;2223
"2015";"Veendam";27695;12719;2198
"2016";"Veendam";27467;12723;2239
"2017";"Veendam";27527;12756;2244
"2018";"Veendam";27508;12788;2198
"2019";"Veendam";27491;12816;2140
"2020";"Veendam";27384;12843;2154
"2021";"Veendam";27417;12906;2030
"2022";"Veendam";27466;12956;
"2000";"Veenendaal";59875;22715;6969
"2001";"Veenendaal";60392;22786;6965
"2002";"Veenendaal";60669;22786;7003
"2003";"Veenendaal";60953;22980;6986
"2004";"Veenendaal";61111;23161;7109
"2005";"Veenendaal";61381;23635;7185
"2006";"Veenendaal";61669;23909;7244
"2007";"Veenendaal";61706;24063;7162
"2008";"Veenendaal";61769;24254;7142
"2009";"Veenendaal";62008;24458;7054
"2010";"Veenendaal";62053;24603;7005
"2011";"Veenendaal";62267;25025;6980
"2012";"Veenendaal";62870;24636;6819
"2013";"Veenendaal";63032;25457;6635
"2014";"Veenendaal";63252;25922;6516
"2015";"Veenendaal";63440;26411;6470
"2016";"Veenendaal";63816;26702;6280
"2017";"Veenendaal";64277;27055;6266
"2018";"Veenendaal";64918;27512;6295
"2019";"Veenendaal";65589;27793;6229
"2020";"Veenendaal";66493;28353;6311
"2021";"Veenendaal";66912;28607;6340
"2022";"Veenendaal";67671;29089;
"2000";"Veere";22069;9621;2275
"2001";"Veere";22031;9649;2275
"2002";"Veere";21985;9654;2296
"2003";"Veere";22087;9728;2291
"2004";"Veere";22130;9818;2296
"2005";"Veere";22039;9863;2263
"2006";"Veere";21946;9915;2249
"2007";"Veere";21950;9987;2239
"2008";"Veere";21998;10156;2183
"2009";"Veere";21960;10204;2101
"2010";"Veere";21914;10213;1967
"2011";"Veere";21926;10294;1923
"2012";"Veere";21959;10548;1857
"2013";"Veere";21903;10661;1728
"2014";"Veere";21868;10724;1664
"2015";"Veere";21926;10717;1583
"2016";"Veere";21960;10831;1559
"2017";"Veere";21900;10884;1564
"2018";"Veere";21867;10922;1594
"2019";"Veere";21835;10964;1595
"2020";"Veere";21880;10967;1594
"2021";"Veere";21953;10997;1607
"2022";"Veere";21850;10999;
"2000";"Veghel";36143;13244;3853
"2001";"Veghel";36386;13352;3868
"2002";"Veghel";36428;13507;3796
"2003";"Veghel";36467;13551;3796
"2004";"Veghel";36810;13580;3796
"2005";"Veghel";36893;14077;3834
"2006";"Veghel";36777;14149;3826
"2007";"Veghel";36732;14335;3832
"2008";"Veghel";36913;14561;3806
"2009";"Veghel";37125;14809;3768
"2010";"Veghel";37303;14859;3688
"2011";"Veghel";37476;15094;3546
"2012";"Veghel";37553;15307;3478
"2013";"Veghel";37437;15315;3344
"2014";"Veghel";37464;15507;3273
"2015";"Veghel";37754;15559;3189
"2016";"Veghel";38078;15753;3157
"2017";"Veghel";;;
"2018";"Veghel";;;
"2019";"Veghel";;;
"2020";"Veghel";;;
"2021";"Veghel";;;
"2022";"Veghel";;;
"2000";"Veldhoven";42003;16624;4250
"2001";"Veldhoven";42489;16898;4259
"2002";"Veldhoven";42718;17001;4191
"2003";"Veldhoven";42795;17001;4110
"2004";"Veldhoven";42545;17121;4133
"2005";"Veldhoven";42763;17596;4047
"2006";"Veldhoven";43716;17808;3948
"2007";"Veldhoven";43284;17850;3928
"2008";"Veldhoven";43056;17888;3930
"2009";"Veldhoven";43007;17956;3876
"2010";"Veldhoven";43243;18710;3813
"2011";"Veldhoven";43592;18764;3777
"2012";"Veldhoven";43880;18796;3658
"2013";"Veldhoven";44092;19061;3613
"2014";"Veldhoven";44155;19119;3544
"2015";"Veldhoven";44166;19181;3436
"2016";"Veldhoven";44317;19280;3394
"2017";"Veldhoven";44724;19395;3313
"2018";"Veldhoven";44925;19502;3342
"2019";"Veldhoven";45337;19722;3365
"2020";"Veldhoven";45466;19913;3366
"2021";"Veldhoven";45500;20085;3382
"2022";"Veldhoven";45822;20286;
"2000";"Velsen";66553;28386;6586
"2001";"Velsen";66977;28276;6658
"2002";"Velsen";67407;28402;6767
"2003";"Velsen";67527;28497;6716
"2004";"Velsen";67642;28537;6760
"2005";"Velsen";67516;28699;6784
"2006";"Velsen";67678;29260;6638
"2007";"Velsen";67635;29268;6567
"2008";"Velsen";67556;29325;6364
"2009";"Velsen";67528;29446;6197
"2010";"Velsen";67281;29470;5897
"2011";"Velsen";67347;29444;5645
"2012";"Velsen";67286;29640;5480
"2013";"Velsen";67122;29798;5266
"2014";"Velsen";67220;30584;5151
"2015";"Velsen";67166;30621;5032
"2016";"Velsen";67448;30603;5000
"2017";"Velsen";67619;30820;5025
"2018";"Velsen";67831;30697;5026
"2019";"Velsen";68348;30913;5080
"2020";"Velsen";68648;31226;5100
"2021";"Velsen";68617;31439;5009
"2022";"Velsen";68482;31670;
"2000";"Venhuizen";7635;2829;809
"2001";"Venhuizen";7828;2901;803
"2002";"Venhuizen";7863;2904;781
"2003";"Venhuizen";7879;2926;785
"2004";"Venhuizen";7812;2958;807
"2005";"Venhuizen";7796;2977;830
"2006";"Venhuizen";;;
"2007";"Venhuizen";;;
"2008";"Venhuizen";;;
"2009";"Venhuizen";;;
"2010";"Venhuizen";;;
"2011";"Venhuizen";;;
"2012";"Venhuizen";;;
"2013";"Venhuizen";;;
"2014";"Venhuizen";;;
"2015";"Venhuizen";;;
"2016";"Venhuizen";;;
"2017";"Venhuizen";;;
"2018";"Venhuizen";;;
"2019";"Venhuizen";;;
"2020";"Venhuizen";;;
"2021";"Venhuizen";;;
"2022";"Venhuizen";;;
"2000";"Venlo";64864;28695;5974
"2001";"Venlo";90500;39168;8277
"2002";"Venlo";91400;39536;8137
"2003";"Venlo";91780;39894;8152
"2004";"Venlo";92094;40244;7937
"2005";"Venlo";92263;40565;7930
"2006";"Venlo";92052;40633;7830
"2007";"Venlo";92091;41026;7780
"2008";"Venlo";91872;41297;7812
"2009";"Venlo";91467;41306;7804
"2010";"Venlo";100301;45091;8512
"2011";"Venlo";99793;45737;8412
"2012";"Venlo";100027;46150;8290
"2013";"Venlo";100159;46199;8133
"2014";"Venlo";100428;46291;7924
"2015";"Venlo";100536;46276;7815
"2016";"Venlo";100371;46424;7731
"2017";"Venlo";101059;46691;7651
"2018";"Venlo";101192;46833;7613
"2019";"Venlo";101603;47173;7353
"2020";"Venlo";101802;47412;7216
"2021";"Venlo";101988;47809;7124
"2022";"Venlo";102136;48180;
"2000";"Venray";37868;14426;4032
"2001";"Venray";38139;14540;4018
"2002";"Venray";38630;14750;4078
"2003";"Venray";39122;14986;4108
"2004";"Venray";39085;15123;4132
"2005";"Venray";39114;15201;4115
"2006";"Venray";39043;15294;4137
"2007";"Venray";39069;15569;4091
"2008";"Venray";39100;15583;3982
"2009";"Venray";39224;15678;3873
"2010";"Venray";42718;17180;4063
"2011";"Venray";42784;17292;3915
"2012";"Venray";42959;18121;3743
"2013";"Venray";43038;18394;3641
"2014";"Venray";43112;18514;3466
"2015";"Venray";43202;18706;3355
"2016";"Venray";43291;18790;3247
"2017";"Venray";43565;18883;3207
"2018";"Venray";43341;18905;3141
"2019";"Venray";43326;19004;3124
"2020";"Venray";43614;19137;3055
"2021";"Venray";43713;19300;3017
"2022";"Venray";43964;19509;
"2000";"Vessem, Wintelre en Knegsel";;;
"2001";"Vessem, Wintelre en Knegsel";;;
"2002";"Vessem, Wintelre en Knegsel";;;
"2003";"Vessem, Wintelre en Knegsel";;;
"2004";"Vessem, Wintelre en Knegsel";;;
"2005";"Vessem, Wintelre en Knegsel";;;
"2006";"Vessem, Wintelre en Knegsel";;;
"2007";"Vessem, Wintelre en Knegsel";;;
"2008";"Vessem, Wintelre en Knegsel";;;
"2009";"Vessem, Wintelre en Knegsel";;;
"2010";"Vessem, Wintelre en Knegsel";;;
"2011";"Vessem, Wintelre en Knegsel";;;
"2012";"Vessem, Wintelre en Knegsel";;;
"2013";"Vessem, Wintelre en Knegsel";;;
"2014";"Vessem, Wintelre en Knegsel";;;
"2015";"Vessem, Wintelre en Knegsel";;;
"2016";"Vessem, Wintelre en Knegsel";;;
"2017";"Vessem, Wintelre en Knegsel";;;
"2018";"Vessem, Wintelre en Knegsel";;;
"2019";"Vessem, Wintelre en Knegsel";;;
"2020";"Vessem, Wintelre en Knegsel";;;
"2021";"Vessem, Wintelre en Knegsel";;;
"2022";"Vessem, Wintelre en Knegsel";;;
"2000";"Vianen";19230;7285;1930
"2001";"Vianen";19261;7374;1911
"2002";"Vianen";19443;7518;1902
"2003";"Vianen";19743;7639;1934
"2004";"Vianen";19837;7721;1899
"2005";"Vianen";19781;7746;1929
"2006";"Vianen";19694;7752;1914
"2007";"Vianen";19688;7776;1903
"2008";"Vianen";19637;7802;1925
"2009";"Vianen";19684;7975;1887
"2010";"Vianen";19647;7975;1862
"2011";"Vianen";19683;8007;1800
"2012";"Vianen";19670;8056;1788
"2013";"Vianen";19670;8117;1750
"2014";"Vianen";19596;8172;1700
"2015";"Vianen";19632;8182;1616
"2016";"Vianen";19513;8252;1581
"2017";"Vianen";19714;8346;1596
"2018";"Vianen";19967;8437;1617
"2019";"Vianen";;;
"2020";"Vianen";;;
"2021";"Vianen";;;
"2022";"Vianen";;;
"2000";"Vierlingsbeek";;;
"2001";"Vierlingsbeek";;;
"2002";"Vierlingsbeek";;;
"2003";"Vierlingsbeek";;;
"2004";"Vierlingsbeek";;;
"2005";"Vierlingsbeek";;;
"2006";"Vierlingsbeek";;;
"2007";"Vierlingsbeek";;;
"2008";"Vierlingsbeek";;;
"2009";"Vierlingsbeek";;;
"2010";"Vierlingsbeek";;;
"2011";"Vierlingsbeek";;;
"2012";"Vierlingsbeek";;;
"2013";"Vierlingsbeek";;;
"2014";"Vierlingsbeek";;;
"2015";"Vierlingsbeek";;;
"2016";"Vierlingsbeek";;;
"2017";"Vierlingsbeek";;;
"2018";"Vierlingsbeek";;;
"2019";"Vierlingsbeek";;;
"2020";"Vierlingsbeek";;;
"2021";"Vierlingsbeek";;;
"2022";"Vierlingsbeek";;;
"2000";"Vijfheerenlanden";;;
"2001";"Vijfheerenlanden";;;
"2002";"Vijfheerenlanden";;;
"2003";"Vijfheerenlanden";;;
"2004";"Vijfheerenlanden";;;
"2005";"Vijfheerenlanden";;;
"2006";"Vijfheerenlanden";;;
"2007";"Vijfheerenlanden";;;
"2008";"Vijfheerenlanden";;;
"2009";"Vijfheerenlanden";;;
"2010";"Vijfheerenlanden";;;
"2011";"Vijfheerenlanden";;;
"2012";"Vijfheerenlanden";;;
"2013";"Vijfheerenlanden";;;
"2014";"Vijfheerenlanden";;;
"2015";"Vijfheerenlanden";;;
"2016";"Vijfheerenlanden";;;
"2017";"Vijfheerenlanden";;;
"2018";"Vijfheerenlanden";;;
"2019";"Vijfheerenlanden";55712;23418;4956
"2020";"Vijfheerenlanden";56811;23824;5104
"2021";"Vijfheerenlanden";57829;24196;5151
"2022";"Vijfheerenlanden";58788;24611;
"2000";"Vlaardingen";73535;34064;6556
"2001";"Vlaardingen";73675;34106;6621
"2002";"Vlaardingen";73935;34130;6558
"2003";"Vlaardingen";74322;34385;6437
"2004";"Vlaardingen";74058;34455;6369
"2005";"Vlaardingen";73394;34259;6175
"2006";"Vlaardingen";72553;34340;6075
"2007";"Vlaardingen";71461;34256;5990
"2008";"Vlaardingen";70860;34462;5847
"2009";"Vlaardingen";70433;34403;5663
"2010";"Vlaardingen";70533;34271;5660
"2011";"Vlaardingen";71269;34651;5650
"2012";"Vlaardingen";71042;34339;5524
"2013";"Vlaardingen";70905;34046;5497
"2014";"Vlaardingen";70981;34857;5497
"2015";"Vlaardingen";71645;34927;5596
"2016";"Vlaardingen";71808;34768;5660
"2017";"Vlaardingen";71999;34901;5778
"2018";"Vlaardingen";72050;35126;5773
"2019";"Vlaardingen";72404;35159;5815
"2020";"Vlaardingen";73397;35470;5892
"2021";"Vlaardingen";73924;35551;5938
"2022";"Vlaardingen";74143;35790;
"2000";"Vlagtwedde";16367;6846;1500
"2001";"Vlagtwedde";16404;6929;1469
"2002";"Vlagtwedde";16558;7005;1424
"2003";"Vlagtwedde";16663;7028;1425
"2004";"Vlagtwedde";16973;7067;1388
"2005";"Vlagtwedde";16525;7067;1443
"2006";"Vlagtwedde";16614;7082;1423
"2007";"Vlagtwedde";16600;7098;1434
"2008";"Vlagtwedde";16325;7007;1412
"2009";"Vlagtwedde";16268;7042;1494
"2010";"Vlagtwedde";16260;7036;1442
"2011";"Vlagtwedde";16290;7039;1390
"2012";"Vlagtwedde";16260;7494;1372
"2013";"Vlagtwedde";16132;7503;1348
"2014";"Vlagtwedde";15905;7436;1337
"2015";"Vlagtwedde";16212;7643;1259
"2016";"Vlagtwedde";16422;7724;1314
"2017";"Vlagtwedde";15908;7856;1288
"2018";"Vlagtwedde";;;
"2019";"Vlagtwedde";;;
"2020";"Vlagtwedde";;;
"2021";"Vlagtwedde";;;
"2022";"Vlagtwedde";;;
"2000";"Vledder";;;
"2001";"Vledder";;;
"2002";"Vledder";;;
"2003";"Vledder";;;
"2004";"Vledder";;;
"2005";"Vledder";;;
"2006";"Vledder";;;
"2007";"Vledder";;;
"2008";"Vledder";;;
"2009";"Vledder";;;
"2010";"Vledder";;;
"2011";"Vledder";;;
"2012";"Vledder";;;
"2013";"Vledder";;;
"2014";"Vledder";;;
"2015";"Vledder";;;
"2016";"Vledder";;;
"2017";"Vledder";;;
"2018";"Vledder";;;
"2019";"Vledder";;;
"2020";"Vledder";;;
"2021";"Vledder";;;
"2022";"Vledder";;;
"2000";"Vleuten-De Meern";20158;8078;2297
"2001";"Vleuten-De Meern";;;
"2002";"Vleuten-De Meern";;;
"2003";"Vleuten-De Meern";;;
"2004";"Vleuten-De Meern";;;
"2005";"Vleuten-De Meern";;;
"2006";"Vleuten-De Meern";;;
"2007";"Vleuten-De Meern";;;
"2008";"Vleuten-De Meern";;;
"2009";"Vleuten-De Meern";;;
"2010";"Vleuten-De Meern";;;
"2011";"Vleuten-De Meern";;;
"2012";"Vleuten-De Meern";;;
"2013";"Vleuten-De Meern";;;
"2014";"Vleuten-De Meern";;;
"2015";"Vleuten-De Meern";;;
"2016";"Vleuten-De Meern";;;
"2017";"Vleuten-De Meern";;;
"2018";"Vleuten-De Meern";;;
"2019";"Vleuten-De Meern";;;
"2020";"Vleuten-De Meern";;;
"2021";"Vleuten-De Meern";;;
"2022";"Vleuten-De Meern";;;
"2000";"Vlieland";1201;512;157
"2001";"Vlieland";1215;521;154
"2002";"Vlieland";1183;523;153
"2003";"Vlieland";1240;523;123
"2004";"Vlieland";1157;523;127
"2005";"Vlieland";1133;524;123
"2006";"Vlieland";1127;524;113
"2007";"Vlieland";1137;524;116
"2008";"Vlieland";1124;553;112
"2009";"Vlieland";1146;553;113
"2010";"Vlieland";1160;553;122
"2011";"Vlieland";1151;566;113
"2012";"Vlieland";1105;571;98
"2013";"Vlieland";1114;570;94
"2014";"Vlieland";1110;568;85
"2015";"Vlieland";1103;527;78
"2016";"Vlieland";1083;540;69
"2017";"Vlieland";1085;542;60
"2018";"Vlieland";1132;551;56
"2019";"Vlieland";1138;564;55
"2020";"Vlieland";1155;579;53
"2021";"Vlieland";1194;603;52
"2022";"Vlieland";1195;596;
"2000";"Vlijmen";;;
"2001";"Vlijmen";;;
"2002";"Vlijmen";;;
"2003";"Vlijmen";;;
"2004";"Vlijmen";;;
"2005";"Vlijmen";;;
"2006";"Vlijmen";;;
"2007";"Vlijmen";;;
"2008";"Vlijmen";;;
"2009";"Vlijmen";;;
"2010";"Vlijmen";;;
"2011";"Vlijmen";;;
"2012";"Vlijmen";;;
"2013";"Vlijmen";;;
"2014";"Vlijmen";;;
"2015";"Vlijmen";;;
"2016";"Vlijmen";;;
"2017";"Vlijmen";;;
"2018";"Vlijmen";;;
"2019";"Vlijmen";;;
"2020";"Vlijmen";;;
"2021";"Vlijmen";;;
"2022";"Vlijmen";;;
"2000";"Vlissingen";44342;20268;4060
"2001";"Vlissingen";44776;20626;4149
"2002";"Vlissingen";45416;20740;4099
"2003";"Vlissingen";45199;20879;4043
"2004";"Vlissingen";45236;20959;3948
"2005";"Vlissingen";45372;21101;3924
"2006";"Vlissingen";45073;21332;3845
"2007";"Vlissingen";45023;21252;3841
"2008";"Vlissingen";44798;21495;3504
"2009";"Vlissingen";44712;21624;3449
"2010";"Vlissingen";44645;21744;3494
"2011";"Vlissingen";44536;21772;3478
"2012";"Vlissingen";44502;21907;3444
"2013";"Vlissingen";44451;22154;3475
"2014";"Vlissingen";44444;22324;3468
"2015";"Vlissingen";44485;22378;3451
"2016";"Vlissingen";44451;22434;3456
"2017";"Vlissingen";44394;22488;3354
"2018";"Vlissingen";44485;22796;3299
"2019";"Vlissingen";44371;22843;3260
"2020";"Vlissingen";44360;22907;3183
"2021";"Vlissingen";44358;22885;3123
"2022";"Vlissingen";44585;23111;
"2000";"Vlist";9772;3582;953
"2001";"Vlist";9814;3632;940
"2002";"Vlist";9779;3657;926
"2003";"Vlist";9800;3666;917
"2004";"Vlist";9803;3660;922
"2005";"Vlist";9793;3665;909
"2006";"Vlist";9819;3667;915
"2007";"Vlist";9803;3672;874
"2008";"Vlist";9853;3815;882
"2009";"Vlist";9808;3800;873
"2010";"Vlist";9753;3801;873
"2011";"Vlist";9806;3885;835
"2012";"Vlist";9773;3958;795
"2013";"Vlist";9730;3954;796
"2014";"Vlist";9694;3980;771
"2015";"Vlist";;;
"2016";"Vlist";;;
"2017";"Vlist";;;
"2018";"Vlist";;;
"2019";"Vlist";;;
"2020";"Vlist";;;
"2021";"Vlist";;;
"2022";"Vlist";;;
"2000";"Voerendaal";13066;5186;1291
"2001";"Voerendaal";13142;5245;1297
"2002";"Voerendaal";13163;5316;1256
"2003";"Voerendaal";13087;5343;1252
"2004";"Voerendaal";12996;5369;1214
"2005";"Voerendaal";12953;5370;1195
"2006";"Voerendaal";12959;5413;1140
"2007";"Voerendaal";12848;5434;1083
"2008";"Voerendaal";12757;5466;1073
"2009";"Voerendaal";12749;5465;1044
"2010";"Voerendaal";12703;5469;1000
"2011";"Voerendaal";12664;5471;984
"2012";"Voerendaal";12664;5439;963
"2013";"Voerendaal";12617;5549;897
"2014";"Voerendaal";12454;5618;869
"2015";"Voerendaal";12397;5680;861
"2016";"Voerendaal";12482;5733;835
"2017";"Voerendaal";12462;5766;848
"2018";"Voerendaal";12390;5759;910
"2019";"Voerendaal";12452;5777;911
"2020";"Voerendaal";12475;5819;931
"2021";"Voerendaal";12466;5813;928
"2022";"Voerendaal";12426;5820;
"2000";"Voorburg";38496;18831;3323
"2001";"Voorburg";38657;18964;3301
"2002";"Voorburg";;;
"2003";"Voorburg";;;
"2004";"Voorburg";;;
"2005";"Voorburg";;;
"2006";"Voorburg";;;
"2007";"Voorburg";;;
"2008";"Voorburg";;;
"2009";"Voorburg";;;
"2010";"Voorburg";;;
"2011";"Voorburg";;;
"2012";"Voorburg";;;
"2013";"Voorburg";;;
"2014";"Voorburg";;;
"2015";"Voorburg";;;
"2016";"Voorburg";;;
"2017";"Voorburg";;;
"2018";"Voorburg";;;
"2019";"Voorburg";;;
"2020";"Voorburg";;;
"2021";"Voorburg";;;
"2022";"Voorburg";;;
"2000";"Voorhout";13557;4846;1755
"2001";"Voorhout";13898;4941;1804
"2002";"Voorhout";14315;5169;1840
"2003";"Voorhout";14444;5209;1894
"2004";"Voorhout";14792;5317;1896
"2005";"Voorhout";14918;5415;1926
"2006";"Voorhout";;;
"2007";"Voorhout";;;
"2008";"Voorhout";;;
"2009";"Voorhout";;;
"2010";"Voorhout";;;
"2011";"Voorhout";;;
"2012";"Voorhout";;;
"2013";"Voorhout";;;
"2014";"Voorhout";;;
"2015";"Voorhout";;;
"2016";"Voorhout";;;
"2017";"Voorhout";;;
"2018";"Voorhout";;;
"2019";"Voorhout";;;
"2020";"Voorhout";;;
"2021";"Voorhout";;;
"2022";"Voorhout";;;
"2000";"Voorschoten";22662;9445;2411
"2001";"Voorschoten";22621;9471;2437
"2002";"Voorschoten";22558;9484;2466
"2003";"Voorschoten";22542;9555;2419
"2004";"Voorschoten";22505;9603;2424
"2005";"Voorschoten";22712;9809;2389
"2006";"Voorschoten";22887;9974;2381
"2007";"Voorschoten";22785;9992;2358
"2008";"Voorschoten";22861;10068;2353
"2009";"Voorschoten";22996;10133;2364
"2010";"Voorschoten";23462;10473;2358
"2011";"Voorschoten";23865;10747;2395
"2012";"Voorschoten";24310;10951;2413
"2013";"Voorschoten";24658;10975;2458
"2014";"Voorschoten";24951;11086;2450
"2015";"Voorschoten";25150;11090;2440
"2016";"Voorschoten";25211;11210;2482
"2017";"Voorschoten";25315;11367;2445
"2018";"Voorschoten";25453;11442;2453
"2019";"Voorschoten";25479;11448;2399
"2020";"Voorschoten";25596;11465;2389
"2021";"Voorschoten";25650;11504;2346
"2022";"Voorschoten";25627;11539;
"2000";"Voorst";23685;8421;2929
"2001";"Voorst";23713;8436;2908
"2002";"Voorst";23736;8518;2867
"2003";"Voorst";23602;8614;2809
"2004";"Voorst";23639;8669;2816
"2005";"Voorst";23557;8663;2800
"2006";"Voorst";23522;8674;2735
"2007";"Voorst";23510;8794;2746
"2008";"Voorst";23660;8874;2417
"2009";"Voorst";23706;8944;2369
"2010";"Voorst";23772;9115;2327
"2011";"Voorst";23703;9125;2309
"2012";"Voorst";23719;9408;2287
"2013";"Voorst";23724;9443;2265
"2014";"Voorst";23767;9621;2216
"2015";"Voorst";23913;9791;2191
"2016";"Voorst";23984;10174;2228
"2017";"Voorst";24199;10447;2247
"2018";"Voorst";24310;10495;2293
"2019";"Voorst";24417;10545;2298
"2020";"Voorst";24552;10641;2325
"2021";"Voorst";24790;10744;2339
"2022";"Voorst";24994;10863;
"2000";"Vorden";8466;3279;863
"2001";"Vorden";8491;3316;865
"2002";"Vorden";8535;3321;848
"2003";"Vorden";8478;3320;841
"2004";"Vorden";8406;3321;825
"2005";"Vorden";;;
"2006";"Vorden";;;
"2007";"Vorden";;;
"2008";"Vorden";;;
"2009";"Vorden";;;
"2010";"Vorden";;;
"2011";"Vorden";;;
"2012";"Vorden";;;
"2013";"Vorden";;;
"2014";"Vorden";;;
"2015";"Vorden";;;
"2016";"Vorden";;;
"2017";"Vorden";;;
"2018";"Vorden";;;
"2019";"Vorden";;;
"2020";"Vorden";;;
"2021";"Vorden";;;
"2022";"Vorden";;;
"2000";"Vries";;;
"2001";"Vries";;;
"2002";"Vries";;;
"2003";"Vries";;;
"2004";"Vries";;;
"2005";"Vries";;;
"2006";"Vries";;;
"2007";"Vries";;;
"2008";"Vries";;;
"2009";"Vries";;;
"2010";"Vries";;;
"2011";"Vries";;;
"2012";"Vries";;;
"2013";"Vries";;;
"2014";"Vries";;;
"2015";"Vries";;;
"2016";"Vries";;;
